MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability,flood_risk_label
9,2,5,2,6,6,1,2,5,6,8,1,1,5,1,2,8,4,4,8,0.5883,MEDIUM
6,10,2,2,3,9,7,2,4,2,9,9,4,10,6,6,8,1,2,7,0.3448,LOW
1,2,7,2,10,10,6,10,5,3,6,4,6,3,6,4,8,1,10,5,0.4918,MEDIUM
3,1,7,6,10,10,10,6,5,5,1,9,1,10,10,6,9,10,3,9,0.476,MEDIUM
3,2,6,5,10,7,4,1,9,4,10,8,8,3,6,2,9,9,4,4,0.5429,MEDIUM
9,10,6,4,5,10,2,1,3,7,4,10,9,7,5,10,4,6,5,5,0.5248,MEDIUM
10,10,8,1,8,6,6,5,6,4,9,9,3,3,4,5,1,10,2,8,0.4988,MEDIUM
1,9,10,6,8,5,4,9,3,7,8,9,3,9,3,8,6,10,9,8,0.5358,MEDIUM
7,9,1,8,10,9,2,1,6,2,4,2,5,7,10,3,10,10,4,4,0.5412,MEDIUM
9,7,4,5,6,9,8,3,4,7,4,7,3,9,6,9,5,10,9,2,0.5849,MEDIUM
2,5,6,8,6,9,8,4,9,7,9,9,1,6,1,8,5,6,2,2,0.5119,MEDIUM
6,3,5,8,2,9,8,2,1,1,1,4,1,1,4,6,3,8,6,2,0.4285,MEDIUM
8,3,9,7,4,3,5,10,5,9,8,9,4,7,1,1,3,10,9,5,0.5727,MEDIUM
6,6,9,3,9,2,5,7,2,8,3,8,1,2,9,10,2,4,9,9,0.3704,MEDIUM
8,3,2,8,3,9,4,7,1,7,10,7,7,9,9,5,5,9,8,10,0.5911,MEDIUM
5,10,4,2,8,4,4,3,3,1,7,3,5,9,1,8,3,8,5,4,0.4268,MEDIUM
6,9,6,7,10,4,3,9,8,5,4,5,3,1,6,1,3,5,1,10,0.4876,MEDIUM
1,6,1,9,4,5,6,1,4,8,4,6,1,10,3,7,10,3,6,3,0.542,MEDIUM
7,2,8,6,2,6,5,2,9,9,3,3,9,8,1,1,3,2,4,7,0.5962,MEDIUM
2,4,10,10,10,3,4,3,4,10,9,8,5,5,6,2,3,3,8,7,0.5171,MEDIUM
1,8,9,7,7,1,8,7,5,5,3,1,8,1,8,8,2,4,6,10,0.4687,MEDIUM
10,3,4,4,2,3,9,10,10,9,6,2,2,9,7,1,6,5,3,4,0.499,MEDIUM
2,2,3,7,3,6,8,5,9,10,5,7,7,8,5,7,6,6,1,6,0.4982,MEDIUM
8,6,2,10,5,4,5,3,6,5,9,3,6,1,9,6,2,2,6,5,0.5229,MEDIUM
10,5,8,6,1,5,7,6,4,5,3,6,5,3,3,9,9,1,4,3,0.4612,MEDIUM
7,1,3,10,8,5,9,1,6,8,10,7,9,8,4,4,6,3,1,2,0.5543,MEDIUM
9,9,10,8,7,2,2,1,10,8,7,4,1,3,9,7,7,6,4,6,0.4988,MEDIUM
9,2,9,10,9,6,8,10,2,8,3,2,5,9,7,9,9,3,4,9,0.6351,HIGH
6,6,2,6,2,1,10,4,5,7,7,8,4,1,9,9,1,5,9,1,0.4291,MEDIUM
9,2,3,8,3,8,5,7,1,1,2,2,2,6,7,7,4,2,2,1,0.4907,MEDIUM
9,5,9,6,6,8,10,4,10,4,9,2,3,5,1,2,5,8,7,7,0.5829,MEDIUM
10,7,5,9,5,7,2,6,10,2,1,2,5,6,3,10,8,2,8,4,0.6394,HIGH
1,5,4,2,2,4,9,8,6,1,10,4,2,1,7,2,8,4,6,6,0.4039,MEDIUM
10,10,8,2,8,8,8,3,2,7,7,5,1,2,7,3,6,10,6,4,0.4038,MEDIUM
5,6,5,8,10,8,3,9,1,9,10,4,8,3,6,10,6,7,2,7,0.6636,HIGH
9,10,9,4,8,6,1,2,5,9,2,1,3,8,1,4,7,5,7,6,0.4887,MEDIUM
8,7,2,1,6,3,8,3,4,8,6,5,4,6,5,8,8,9,1,2,0.5144,MEDIUM
6,3,7,1,8,5,9,7,10,10,4,6,9,9,4,10,8,9,5,8,0.5911,MEDIUM
10,2,7,7,6,10,2,5,5,5,6,1,4,3,4,2,3,5,9,10,0.617,HIGH
2,5,3,8,5,3,6,9,10,2,6,10,7,6,5,6,9,3,8,4,0.4884,MEDIUM
8,3,1,5,2,7,9,10,4,10,5,3,5,2,9,6,1,5,9,10,0.5721,MEDIUM
1,1,7,1,7,8,1,9,8,7,3,5,1,9,3,9,4,4,1,1,0.5042,MEDIUM
10,3,8,4,4,9,6,3,9,10,3,6,8,1,3,7,8,3,2,9,0.4862,MEDIUM
3,6,8,2,6,8,8,4,2,8,6,4,7,4,10,8,9,7,10,1,0.4835,MEDIUM
4,7,2,9,5,4,10,7,9,3,3,10,9,4,4,7,10,2,10,6,0.4991,MEDIUM
8,2,8,9,4,1,1,4,1,6,7,5,5,2,6,9,10,7,9,10,0.6186,HIGH
8,5,9,3,9,8,6,9,4,4,2,9,4,10,1,3,2,6,8,4,0.4945,MEDIUM
3,1,9,4,7,2,7,3,3,9,8,10,5,8,4,2,2,1,10,9,0.4603,MEDIUM
3,1,5,9,2,7,2,2,4,4,7,3,9,9,6,8,1,2,6,9,0.5173,MEDIUM
10,7,8,2,10,7,6,3,7,4,1,3,7,7,10,9,1,4,3,8,0.4431,MEDIUM
4,10,10,7,7,7,3,10,1,10,2,4,8,5,2,3,9,4,10,2,0.5094,MEDIUM
8,6,7,8,4,6,1,9,3,3,1,5,8,4,1,2,10,3,5,10,0.5843,MEDIUM
1,8,5,9,9,3,5,2,9,4,4,6,7,8,3,1,8,2,10,1,0.5449,MEDIUM
2,5,8,4,5,3,8,3,3,1,9,10,6,9,1,10,1,2,6,2,0.3511,MEDIUM
8,5,9,10,9,7,3,3,1,7,9,7,8,4,7,5,4,9,10,5,0.6153,HIGH
2,6,3,4,6,10,9,3,1,3,10,1,2,7,7,6,2,6,2,8,0.3632,MEDIUM
5,8,8,3,4,5,4,7,7,7,5,8,10,9,5,7,6,1,4,4,0.43,MEDIUM
6,1,5,7,9,1,2,6,3,8,7,6,1,10,7,1,4,1,8,6,0.4728,MEDIUM
9,6,7,10,4,10,7,4,3,3,10,10,2,10,5,6,8,7,4,5,0.4737,MEDIUM
4,4,10,10,8,2,3,4,7,4,1,7,2,10,4,8,8,1,7,2,0.4089,MEDIUM
10,9,8,9,1,2,9,8,2,7,7,10,10,4,5,2,1,6,6,7,0.4387,MEDIUM
8,3,5,3,8,5,3,1,8,9,5,3,8,2,8,2,4,8,6,7,0.5303,MEDIUM
5,9,7,8,2,5,4,7,5,9,10,4,7,2,8,6,10,1,9,9,0.5596,MEDIUM
8,1,1,3,6,2,9,9,3,9,2,7,1,3,6,4,4,5,5,2,0.4554,MEDIUM
2,1,3,3,1,2,4,10,3,2,7,1,10,3,3,9,10,4,8,1,0.5551,MEDIUM
10,10,8,3,7,4,4,3,10,4,4,1,1,3,4,3,9,6,3,2,0.4708,MEDIUM
3,5,1,1,7,3,3,5,2,8,5,9,7,1,1,7,5,10,9,9,0.5417,MEDIUM
3,5,8,7,10,1,3,10,1,3,8,7,10,10,10,1,5,6,1,9,0.4359,MEDIUM
3,1,3,7,10,3,8,9,3,10,8,3,6,4,10,9,4,8,5,6,0.6256,HIGH
4,8,5,1,2,3,7,9,5,10,1,9,6,7,5,4,3,1,7,6,0.3653,MEDIUM
10,4,2,3,5,9,4,9,3,8,10,1,7,6,5,6,8,4,5,9,0.6348,HIGH
6,5,2,4,3,4,7,7,2,7,3,6,3,4,1,9,2,10,8,4,0.4929,MEDIUM
4,5,10,5,6,3,1,5,6,3,5,3,1,6,3,7,8,4,9,9,0.4857,MEDIUM
10,1,8,7,2,4,2,9,8,7,4,10,6,5,1,1,3,3,1,3,0.4611,MEDIUM
7,8,9,9,7,10,6,2,3,8,1,6,8,1,3,8,4,1,4,9,0.486,MEDIUM
3,1,1,1,1,4,10,1,2,2,1,9,1,1,10,3,9,3,2,1,0.2306,LOW
4,9,9,8,9,2,6,2,5,2,8,9,10,3,7,6,5,1,2,7,0.3474,LOW
3,5,3,10,6,6,6,4,9,8,1,10,8,10,2,6,5,3,3,1,0.4916,MEDIUM
6,9,4,3,9,4,8,2,6,9,8,6,5,5,10,7,4,3,5,3,0.4708,MEDIUM
5,7,7,1,5,8,3,10,5,9,5,3,3,1,10,1,1,2,5,4,0.4087,MEDIUM
2,1,2,7,1,10,8,1,7,8,1,5,4,1,3,5,2,10,4,6,0.5552,MEDIUM
1,9,1,6,5,3,4,4,6,8,5,2,6,2,9,2,4,5,3,9,0.4861,MEDIUM
9,2,6,2,5,8,4,10,10,1,6,4,8,10,10,10,2,6,6,8,0.6569,HIGH
3,9,8,7,9,5,2,9,2,7,3,9,3,7,2,4,7,3,5,4,0.4056,MEDIUM
5,2,10,2,8,4,10,6,10,4,3,10,6,5,5,1,6,6,5,7,0.4528,MEDIUM
4,3,2,9,3,8,1,1,7,3,7,9,7,2,1,9,5,5,8,7,0.5757,MEDIUM
1,8,8,10,9,10,9,10,7,3,9,7,8,5,4,4,4,10,9,10,0.578,MEDIUM
9,6,3,6,9,9,1,5,10,7,3,6,3,6,6,9,1,4,2,6,0.5734,MEDIUM
4,10,6,4,2,4,2,4,6,3,2,5,9,6,8,6,2,8,5,4,0.4434,MEDIUM
2,10,3,7,3,2,10,8,4,2,5,6,8,3,7,6,5,3,6,9,0.42,MEDIUM
7,7,1,2,10,5,7,2,2,7,1,9,2,1,8,5,6,3,6,5,0.3371,LOW
9,7,2,6,1,9,6,6,2,2,1,9,1,4,1,7,2,6,5,8,0.4686,MEDIUM
2,1,6,8,9,8,1,4,8,2,4,2,2,10,5,3,8,2,1,1,0.4856,MEDIUM
4,7,7,7,1,7,4,3,9,8,10,9,9,2,6,10,5,6,7,1,0.5142,MEDIUM
7,10,6,6,10,10,2,6,3,5,3,8,6,1,10,1,2,7,2,6,0.399,MEDIUM
4,7,5,5,4,2,7,3,4,1,1,4,1,1,5,6,3,1,9,3,0.2968,LOW
4,6,1,10,7,9,9,9,9,4,2,2,5,10,7,4,9,7,8,7,0.664,HIGH
9,5,5,5,2,3,2,10,2,8,1,7,3,3,2,8,9,10,5,3,0.4862,MEDIUM
7,1,4,3,1,1,4,10,1,3,10,2,6,5,3,6,10,5,3,9,0.6389,HIGH
4,10,9,2,2,3,2,1,6,10,8,1,2,3,5,5,3,4,7,1,0.3105,LOW
3,6,7,8,4,3,3,10,2,8,2,3,4,3,1,10,6,6,5,1,0.4761,MEDIUM
10,4,5,4,7,9,9,7,10,2,5,9,1,4,1,7,7,6,7,10,0.587,MEDIUM
4,1,1,10,1,4,9,8,6,6,7,8,7,2,4,5,3,9,3,4,0.5289,MEDIUM
4,5,5,4,1,5,8,2,5,3,8,3,1,6,2,4,10,6,5,2,0.4293,MEDIUM
5,10,2,7,2,2,2,3,9,5,3,6,7,2,10,7,3,4,3,7,0.4088,MEDIUM
9,7,3,6,2,4,8,8,3,8,7,10,1,6,6,6,10,1,9,5,0.4942,MEDIUM
9,4,2,1,4,5,5,7,10,5,4,1,8,5,10,9,3,1,10,8,0.5574,MEDIUM
7,9,2,3,8,9,9,9,10,1,2,3,3,7,10,10,6,2,10,1,0.5557,MEDIUM
7,3,10,5,5,3,1,6,3,1,4,1,7,6,8,2,3,9,8,6,0.5169,MEDIUM
4,4,5,9,1,9,1,2,4,7,1,5,10,5,8,5,3,2,5,3,0.4905,MEDIUM
6,5,9,3,8,2,9,10,9,1,5,6,8,7,10,3,3,10,7,3,0.4114,MEDIUM
6,9,5,8,1,8,3,2,8,7,10,10,10,6,10,1,6,4,1,5,0.4468,MEDIUM
5,4,2,10,8,5,1,7,4,10,6,10,1,8,1,1,10,8,5,1,0.5769,MEDIUM
8,4,4,10,8,4,6,2,1,10,1,10,4,4,2,9,7,9,4,10,0.5153,MEDIUM
9,6,10,2,5,7,10,4,7,7,7,4,10,2,9,10,1,1,10,2,0.4589,MEDIUM
9,1,8,4,3,2,9,10,6,2,5,2,10,8,4,5,9,7,1,8,0.534,MEDIUM
2,8,8,6,5,6,1,8,6,7,9,7,9,1,5,8,8,10,1,1,0.5429,MEDIUM
2,4,9,9,6,10,8,9,8,2,10,2,4,10,3,2,2,8,1,6,0.5016,MEDIUM
10,5,7,7,10,7,2,5,8,10,8,10,4,9,10,3,7,10,5,9,0.6965,HIGH
2,4,4,6,3,10,6,5,1,1,6,5,6,4,1,5,3,2,5,4,0.3975,MEDIUM
2,7,7,6,2,9,10,10,10,5,1,4,7,5,1,3,10,9,2,7,0.531,MEDIUM
9,8,9,4,4,3,7,3,2,1,1,4,9,6,9,10,5,8,3,10,0.4539,MEDIUM
2,6,6,2,6,3,2,10,9,4,7,3,4,1,9,2,8,3,7,1,0.4105,MEDIUM
8,7,2,3,5,3,1,5,5,2,6,7,9,3,1,8,3,8,10,10,0.6174,HIGH
10,10,5,10,10,5,1,2,9,10,9,10,3,7,7,3,10,4,7,8,0.5564,MEDIUM
5,1,9,7,6,7,1,1,3,3,10,6,8,1,4,5,10,4,6,6,0.5914,MEDIUM
4,5,2,8,7,1,8,10,9,8,7,8,10,10,4,7,9,10,2,10,0.6672,HIGH
6,3,1,10,9,5,7,4,5,8,8,8,5,2,6,5,7,4,4,5,0.515,MEDIUM
5,2,10,1,2,3,9,1,3,10,2,5,4,10,5,3,1,8,5,9,0.3825,MEDIUM
1,2,6,6,10,8,3,1,6,7,6,3,3,8,2,10,3,7,9,1,0.6157,HIGH
8,6,1,1,10,7,8,1,9,4,4,9,9,9,1,7,10,8,4,4,0.56,MEDIUM
9,3,9,8,9,10,10,2,8,3,4,6,3,9,9,2,6,2,4,7,0.4367,MEDIUM
10,10,3,9,8,2,1,1,3,4,10,8,8,1,5,4,2,4,5,6,0.4634,MEDIUM
6,2,7,4,9,9,9,4,3,9,10,10,8,2,1,6,8,6,5,10,0.5363,MEDIUM
9,2,2,2,9,1,10,9,2,7,7,1,9,10,9,10,2,2,3,9,0.6395,HIGH
2,5,8,2,5,4,9,5,1,2,2,6,5,1,4,4,6,10,7,10,0.3607,MEDIUM
1,1,8,1,6,6,4,1,10,7,3,8,8,2,9,7,10,9,7,9,0.5444,MEDIUM
4,1,2,8,8,7,3,7,1,10,5,10,3,8,5,6,4,8,10,6,0.6139,HIGH
7,10,7,9,3,7,1,7,10,3,9,1,5,2,8,10,6,9,9,4,0.5606,MEDIUM
1,4,4,6,1,1,4,8,7,7,1,1,3,9,6,6,1,4,9,5,0.472,MEDIUM
8,2,1,7,9,10,8,4,2,8,4,7,8,3,4,2,1,2,1,10,0.5425,MEDIUM
5,6,10,8,6,2,4,1,2,3,1,8,4,1,9,2,7,4,5,9,0.3147,LOW
2,2,1,6,1,3,8,3,6,8,8,3,7,2,10,6,9,5,4,7,0.5366,MEDIUM
2,3,8,4,6,9,6,9,3,5,4,5,9,3,3,9,1,9,6,8,0.5797,MEDIUM
7,3,4,7,3,4,10,2,7,2,4,6,1,3,5,9,6,6,3,6,0.4645,MEDIUM
7,9,8,1,9,9,1,7,4,6,8,3,10,9,10,9,3,1,6,5,0.5261,MEDIUM
2,4,8,3,9,3,10,2,3,8,2,7,5,4,2,7,10,6,9,1,0.3901,MEDIUM
1,7,9,5,2,2,7,1,3,1,2,3,3,2,3,6,9,5,8,3,0.3032,LOW
4,9,8,5,9,5,9,10,4,7,10,9,1,3,3,6,1,10,2,4,0.4412,MEDIUM
6,8,9,2,4,8,5,3,2,5,2,6,8,1,10,10,6,3,2,1,0.3552,MEDIUM
5,7,1,6,10,9,10,10,3,7,2,2,1,5,5,8,7,2,5,10,0.4687,MEDIUM
5,4,5,1,6,1,2,4,7,9,2,10,5,6,8,6,5,6,3,4,0.4219,MEDIUM
6,6,9,10,8,3,10,6,6,1,6,6,3,5,2,2,1,9,8,2,0.4397,MEDIUM
6,5,1,10,10,3,3,10,4,5,7,7,3,10,8,3,6,5,9,4,0.5778,MEDIUM
6,5,6,10,10,6,8,3,7,4,5,9,6,6,1,1,3,4,1,10,0.5405,MEDIUM
8,3,10,7,8,9,3,9,7,7,2,10,9,3,9,6,10,1,5,1,0.528,MEDIUM
7,3,1,10,5,4,5,2,1,3,4,1,2,4,1,2,2,4,3,7,0.5191,MEDIUM
4,4,10,9,9,7,9,5,10,7,7,7,9,7,8,4,5,9,2,6,0.5303,MEDIUM
4,10,2,3,3,2,10,1,5,4,7,1,6,7,10,1,5,4,7,5,0.4042,MEDIUM
5,5,7,10,5,5,3,2,2,1,7,8,1,10,10,1,6,4,1,4,0.4321,MEDIUM
3,7,2,6,2,9,8,2,1,5,1,5,5,7,5,7,4,9,10,9,0.5414,MEDIUM
10,3,3,9,5,1,2,5,5,10,8,10,1,6,8,4,6,9,1,6,0.4841,MEDIUM
5,2,7,4,2,9,10,3,8,6,1,1,7,10,3,2,6,4,10,1,0.4899,MEDIUM
1,6,1,7,8,5,9,2,8,10,9,10,1,4,4,1,4,10,4,8,0.4695,MEDIUM
6,9,2,4,1,2,3,2,8,1,10,10,5,5,10,6,8,2,9,2,0.4196,MEDIUM
4,5,2,1,3,10,1,7,2,7,10,2,9,6,4,7,2,1,7,8,0.6108,HIGH
1,8,7,10,7,8,1,3,6,9,10,2,3,8,2,8,8,4,3,7,0.5776,MEDIUM
9,6,8,9,2,1,6,3,9,10,5,2,7,9,7,4,2,9,6,6,0.5416,MEDIUM
3,6,7,8,7,8,9,8,10,1,6,5,2,2,7,7,10,2,2,6,0.3803,MEDIUM
4,5,1,6,3,5,3,7,10,10,7,10,7,10,8,7,9,7,10,10,0.7243,HIGH
1,1,8,9,3,9,2,7,1,5,2,4,8,10,7,5,1,5,10,8,0.5184,MEDIUM
1,4,9,4,5,2,1,4,2,2,2,6,6,8,8,1,2,9,4,1,0.3356,LOW
8,9,5,10,1,9,3,5,6,7,1,10,5,4,3,1,2,4,1,3,0.3876,MEDIUM
3,4,10,4,6,5,1,4,6,8,2,4,4,9,5,5,8,3,8,9,0.5736,MEDIUM
2,3,2,10,7,6,8,4,6,2,6,5,10,7,1,7,7,1,8,7,0.4754,MEDIUM
7,5,8,2,3,5,4,5,7,9,4,5,9,6,5,10,8,6,2,6,0.5382,MEDIUM
8,10,9,1,1,6,9,4,3,7,10,8,4,7,1,7,4,1,2,8,0.3902,MEDIUM
10,9,3,2,1,10,6,10,3,8,9,4,4,3,9,6,10,7,9,4,0.5374,MEDIUM
5,6,2,2,7,2,1,7,6,2,6,2,4,9,3,3,3,7,3,10,0.6079,HIGH
4,7,6,9,9,4,5,10,10,7,1,6,3,1,5,9,9,3,6,3,0.4867,MEDIUM
7,8,10,2,4,9,9,6,2,6,9,7,10,5,1,10,5,9,8,2,0.5531,MEDIUM
9,9,3,10,10,2,8,9,1,8,7,7,2,6,5,6,9,1,7,2,0.5254,MEDIUM
9,8,1,1,2,4,7,6,2,3,3,1,2,7,4,6,8,7,10,2,0.5282,MEDIUM
4,7,5,8,3,6,10,9,6,7,9,5,3,2,3,3,9,10,9,6,0.5233,MEDIUM
4,6,5,2,5,4,1,2,10,5,3,7,8,4,7,4,3,6,2,6,0.3985,MEDIUM
4,2,1,5,4,1,9,1,5,6,4,2,1,1,3,6,10,1,5,8,0.4883,MEDIUM
6,5,8,7,10,2,8,2,4,6,10,6,2,9,5,7,10,2,8,3,0.5226,MEDIUM
9,5,8,2,3,8,2,10,10,3,8,3,5,2,10,9,8,9,4,4,0.4993,MEDIUM
4,4,1,7,6,6,10,8,7,2,4,6,6,3,3,1,3,3,8,10,0.4729,MEDIUM
7,2,8,8,1,1,2,3,9,1,9,6,6,2,8,3,10,5,9,9,0.5266,MEDIUM
10,9,4,4,2,2,10,9,10,7,9,4,6,5,1,6,3,6,7,5,0.578,MEDIUM
1,7,1,6,7,5,4,3,10,1,1,9,9,10,6,1,10,2,6,8,0.4617,MEDIUM
3,8,6,1,7,4,7,3,3,10,9,3,3,6,1,6,4,9,7,6,0.389,MEDIUM
4,2,3,4,6,9,5,9,5,3,1,10,5,2,9,5,5,5,7,3,0.4598,MEDIUM
1,5,3,5,6,8,10,8,3,8,4,2,4,10,3,2,2,9,1,9,0.4623,MEDIUM
3,10,4,9,1,8,5,4,9,6,8,3,10,1,4,3,2,7,6,2,0.4082,MEDIUM
6,6,7,8,4,4,8,7,2,1,8,3,8,8,9,8,7,6,10,8,0.4256,MEDIUM
4,3,5,7,1,6,8,1,6,1,3,2,2,10,3,6,1,6,9,4,0.4826,MEDIUM
7,9,3,6,2,8,1,3,5,6,6,3,7,8,5,7,10,4,5,5,0.5774,MEDIUM
4,3,3,3,9,4,8,3,2,4,1,3,8,4,3,3,1,5,5,9,0.4354,MEDIUM
5,1,1,1,5,6,4,5,5,5,7,3,3,8,10,3,9,2,8,3,0.5611,MEDIUM
8,3,5,4,4,5,8,8,3,1,5,9,5,5,4,8,7,3,9,3,0.4922,MEDIUM
6,6,10,10,5,9,5,9,3,8,6,10,7,6,6,10,9,8,7,10,0.6813,HIGH
5,2,4,1,1,9,8,2,1,7,3,4,6,10,2,7,10,4,2,9,0.4554,MEDIUM
3,5,5,7,5,10,6,7,7,6,7,7,1,3,1,8,7,3,5,6,0.532,MEDIUM
2,4,1,10,7,2,3,8,4,5,9,6,8,10,5,10,5,2,9,5,0.5576,MEDIUM
5,3,7,6,5,10,6,4,8,1,6,8,6,5,10,5,2,6,9,8,0.4742,MEDIUM
5,5,10,2,6,1,3,3,3,10,6,2,9,6,9,10,8,7,9,2,0.5067,MEDIUM
2,7,6,6,1,9,10,2,5,10,1,9,8,7,10,10,2,6,8,5,0.4417,MEDIUM
9,1,1,5,9,7,10,1,9,1,3,7,8,9,3,3,5,10,1,10,0.574,MEDIUM
4,5,3,8,5,10,8,9,5,8,6,3,3,9,2,6,6,2,6,7,0.6249,HIGH
3,5,10,10,4,8,3,10,10,6,3,1,5,4,1,2,7,1,5,3,0.5615,MEDIUM
7,4,8,6,10,10,8,3,10,9,5,7,9,6,9,6,8,7,1,6,0.6529,HIGH
1,6,8,6,10,10,8,6,4,10,3,10,2,9,9,2,10,5,1,6,0.4263,MEDIUM
5,9,5,7,6,3,10,2,9,10,4,6,9,1,6,9,4,1,8,7,0.429,MEDIUM
9,3,1,6,5,3,7,1,3,5,5,3,2,2,8,4,9,5,10,7,0.5043,MEDIUM
3,8,5,4,7,9,5,9,6,1,8,1,2,4,5,3,3,4,6,6,0.4457,MEDIUM
1,5,5,1,6,8,2,1,7,3,1,9,1,3,1,2,2,1,5,2,0.3759,MEDIUM
3,6,9,9,7,1,5,10,7,1,3,3,6,1,10,3,1,2,2,10,0.3664,MEDIUM
9,9,6,6,3,7,2,8,3,9,3,8,1,3,7,2,3,6,10,3,0.4163,MEDIUM
8,10,8,7,1,5,1,3,8,2,9,4,1,2,1,1,9,5,10,6,0.47,MEDIUM
3,6,5,1,1,4,6,2,9,9,10,4,5,6,8,7,5,10,5,8,0.5343,MEDIUM
9,10,8,10,3,7,10,2,2,7,2,7,5,7,7,7,4,3,7,7,0.4104,MEDIUM
4,2,9,9,3,10,8,9,8,7,9,3,5,6,9,5,9,6,2,7,0.5466,MEDIUM
7,3,7,4,6,8,6,5,9,5,6,3,5,1,6,5,2,7,9,4,0.5833,MEDIUM
4,2,5,3,2,5,8,3,4,9,1,4,3,8,1,6,6,5,5,1,0.4102,MEDIUM
3,8,5,2,3,5,4,3,1,6,9,10,3,1,8,10,1,5,3,7,0.3459,LOW
7,2,4,7,8,7,4,5,9,6,3,9,6,3,10,6,9,1,4,2,0.5205,MEDIUM
3,1,2,4,3,8,10,7,9,6,6,10,7,6,3,2,2,8,8,9,0.4736,MEDIUM
1,1,3,9,2,1,6,10,4,10,1,4,1,7,5,2,7,8,1,3,0.4803,MEDIUM
2,5,10,3,10,1,8,9,4,5,1,2,1,8,8,3,6,1,3,2,0.2967,LOW
1,10,9,6,10,4,1,7,1,9,5,4,9,3,10,2,4,6,4,10,0.4885,MEDIUM
5,2,2,9,8,3,8,5,3,10,4,4,2,8,6,7,2,4,7,4,0.4837,MEDIUM
2,2,6,10,7,10,6,6,5,10,2,8,9,1,9,9,6,6,8,7,0.5944,MEDIUM
4,5,2,7,3,6,4,2,7,5,1,3,4,8,4,10,4,1,5,6,0.5442,MEDIUM
8,5,2,3,10,9,7,1,4,8,8,10,1,6,5,3,6,4,2,8,0.5178,MEDIUM
1,3,8,8,8,3,2,8,9,9,8,3,9,8,9,3,7,6,1,1,0.5601,MEDIUM
4,2,3,4,6,5,9,4,7,7,3,6,4,10,7,8,2,9,4,3,0.4796,MEDIUM
4,10,6,4,1,3,2,6,6,10,6,3,3,4,10,4,2,6,10,2,0.3936,MEDIUM
1,6,2,9,6,1,8,10,8,3,3,9,2,1,9,10,2,9,9,8,0.52,MEDIUM
1,9,10,9,6,1,1,1,4,9,9,10,2,2,4,3,1,4,7,1,0.3109,LOW
10,7,1,4,4,8,5,10,7,2,3,7,10,1,8,3,9,1,8,10,0.4974,MEDIUM
4,5,5,7,10,7,10,1,10,2,1,3,4,2,10,4,8,10,9,1,0.4822,MEDIUM
5,5,7,1,1,8,10,2,10,5,10,3,4,6,10,3,1,3,8,4,0.3626,MEDIUM
1,5,10,10,8,9,1,6,6,1,2,5,5,4,1,2,2,2,7,8,0.4398,MEDIUM
1,6,2,3,2,1,8,6,4,6,4,6,5,3,4,7,6,4,8,6,0.3589,MEDIUM
6,9,5,10,2,3,9,3,7,5,3,5,10,2,5,9,6,10,7,2,0.464,MEDIUM
9,10,5,7,6,9,6,5,8,4,10,9,10,4,1,2,7,2,3,8,0.5411,MEDIUM
10,3,5,3,7,3,9,2,2,6,1,8,2,7,9,10,3,4,3,2,0.3764,MEDIUM
8,2,2,5,7,8,6,4,1,2,6,8,1,6,6,8,1,2,5,4,0.4769,MEDIUM
1,3,8,7,8,10,10,2,9,3,5,5,1,5,3,9,4,3,5,3,0.4711,MEDIUM
1,1,10,6,5,2,1,9,5,3,10,8,10,7,8,7,5,3,7,4,0.4979,MEDIUM
4,4,2,4,3,6,7,3,2,3,8,5,2,5,1,6,6,2,7,3,0.4365,MEDIUM
10,8,8,3,10,2,7,2,7,10,4,5,10,7,2,8,5,7,5,9,0.5982,MEDIUM
8,9,3,1,8,10,6,3,1,8,6,8,1,5,7,5,9,4,8,2,0.5009,MEDIUM
6,4,1,4,8,7,4,2,8,5,9,2,7,8,5,4,2,3,2,9,0.5773,MEDIUM
3,8,3,6,10,7,8,4,5,8,6,4,2,8,9,5,2,7,5,8,0.4757,MEDIUM
6,7,1,10,2,6,8,6,5,2,6,8,10,7,2,5,3,9,3,4,0.477,MEDIUM
5,3,9,3,1,10,8,9,9,7,3,3,4,6,4,5,3,3,2,4,0.3977,MEDIUM
3,9,7,9,8,10,8,4,3,6,10,9,10,7,1,10,10,4,10,5,0.6378,HIGH
8,6,9,6,10,9,10,4,5,5,4,3,9,1,2,10,5,1,10,5,0.562,MEDIUM
6,2,8,8,10,1,2,8,2,6,5,9,10,5,10,6,1,6,4,7,0.5175,MEDIUM
3,4,7,1,8,7,9,3,7,4,8,5,1,7,9,6,10,7,5,7,0.4671,MEDIUM
6,3,2,6,8,3,5,9,10,6,7,7,6,5,7,5,4,10,9,10,0.6952,HIGH
10,8,10,4,1,8,1,1,5,7,7,7,1,6,3,3,7,2,3,5,0.4029,MEDIUM
8,2,4,1,6,3,1,7,5,1,10,2,10,2,8,1,7,7,10,4,0.5938,MEDIUM
6,5,9,10,2,1,3,2,2,5,1,10,2,6,6,9,2,7,8,4,0.3818,MEDIUM
9,4,4,10,10,8,1,5,10,9,4,6,7,4,3,8,8,1,4,7,0.6479,HIGH
